6/16/2011,2:38:18 PM
Timestep(s)=0.020000
PM31,PM162,Ch 3,Ch 3,CA_Pulse
1.1517,0.0684,0.0003,0.0000,-9.0439
1.1499,0.0684,0.0003,0.0006,-9.0436
1.1502,0.0677,0.0003,0.0006,-9.0436
1.1484,0.0668,0.0003,0.0000,-9.0436
1.1496,0.0671,0.0003,0.0000,-9.0436
1.1508,0.0668,0.0003,0.0000,-9.0433
1.1484,0.0662,0.0003,0.0000,-9.0433
1.1548,0.0668,0.0003,0.0006,-9.0433
1.1514,0.0684,0.0000,0.0006,-9.0433
1.1560,0.0665,0.0003,0.0000,-9.0433
1.1575,0.0665,0.0003,0.0000,-9.0436
1.1505,0.0662,0.0003,0.0006,-9.0433
1.1499,0.0662,0.0003,0.0006,-9.0433
1.1508,0.0656,0.0003,0.0000,-9.0433
1.1499,0.0662,0.0003,0.0006,-9.0433
1.1505,0.0665,0.0003,0.0000,-9.0430
1.1444,0.0656,0.0003,0.0006,-9.0433
1.1429,0.0653,0.0003,0.0000,-9.0436
1.1429,0.0647,0.0003,0.0000,-9.0436
1.1429,0.0650,0.0003,0.0006,-9.0433
1.1450,0.0647,0.0003,0.0000,-9.0433
1.1481,0.0650,0.0003,0.0006,-9.0430
1.1462,0.0656,0.0000,0.0000,-9.0433
1.1374,0.0665,0.0003,0.0000,-9.0433
1.1386,0.0647,0.0000,0.0000,-9.0430
1.1386,0.0647,0.0003,0.0000,-9.0430
1.1377,0.0644,0.0003,0.0000,-9.0433
1.1362,0.0647,0.0003,0.0000,-9.0430
1.1353,0.0647,0.0003,0.0006,-9.0430
1.1252,0.0638,0.0003,0.0000,-9.0433
1.1282,0.0632,0.0000,0.0000,-9.0433
1.1285,0.0632,0.0003,0.0000,-9.0430
1.1304,0.0635,0.0003,0.0000,-9.0433
1.1316,0.0635,0.0003,0.0006,-9.0430
1.1356,0.0635,0.0003,0.0006,-9.0430
1.1301,0.0629,0.0003,0.0000,-9.0433
1.1313,0.0626,0.0000,0.0006,-9.0430
1.1319,0.0629,0.0006,0.0006,-9.0430
1.1346,0.0626,0.0003,0.0006,-9.0430
1.1380,0.0626,0.0003,0.0000,-9.0430
1.1438,0.0629,0.0003,0.0006,-9.0430
1.1429,0.0632,0.0003,0.0000,-9.0427
1.1435,0.0635,0.0003,0.0006,-9.0427
1.1319,0.0647,0.0003,0.0006,-9.0430
1.1334,0.0629,0.0003,0.0006,-9.0430
1.1368,0.0632,0.0000,0.0000,-9.0430
1.1368,0.0632,0.0003,0.0000,-9.0430
1.1441,0.0635,0.0003,0.0006,-9.0427
1.1383,0.0632,0.0003,0.0006,-9.0427
1.1423,0.0632,0.0000,0.0000,-9.0427
1.1475,0.0616,0.0000,0.0006,-9.0427
1.1475,0.0626,0.0000,0.0000,-9.0427
1.1496,0.0626,0.0003,0.0000,-9.0427
1.1420,0.0626,0.0000,0.0000,-9.0421
1.1444,0.0626,0.0003,0.0006,-9.0421
1.1481,0.0616,0.0000,0.0000,-9.0421
1.1429,0.0623,0.0006,0.0000,-9.0421
1.1484,0.0613,0.0000,0.0006,-9.0427
1.1487,0.0616,0.0003,0.0006,-9.0427
1.1505,0.0623,0.0003,0.0006,-9.0427
1.1465,0.0613,0.0003,0.0006,-9.0421
1.1469,0.0610,0.0000,0.0006,-9.0427
1.1487,0.0610,0.0003,0.0006,-9.0427
1.1514,0.0610,0.0003,0.0006,-9.0421
1.1551,0.0610,0.0003,0.0000,-9.0427
1.1551,0.0610,0.0000,0.0006,-9.0427
1.1575,0.0610,0.0000,0.0006,-9.0421
1.1588,0.0607,0.0000,0.0000,-9.0421
1.1578,0.0610,0.0003,0.0000,-9.0421
1.1514,0.0613,0.0003,0.0000,-9.0417
1.1496,0.0598,0.0000,0.0000,-9.0421
1.1487,0.0598,0.0003,0.0000,-9.0421
1.1496,0.0604,0.0003,0.0000,-9.0421
1.1490,0.0595,0.0003,0.0000,-9.0421
1.1514,0.0626,0.0000,0.0000,-9.0417
1.1417,0.0653,0.0003,0.0000,-9.0417
1.1401,0.0653,0.0003,0.0006,-9.0417
1.1401,0.0662,0.0003,0.0000,-9.0417
1.1380,0.0668,0.0003,0.0000,-9.0421
1.1401,0.0668,0.0003,0.0006,-9.0421
1.1429,0.0671,0.0000,0.0006,-9.0417
1.1447,0.0671,0.0003,0.0000,-9.0417
1.1368,0.0662,0.0003,0.0006,-9.0421
1.1343,0.0662,0.0003,0.0006,-9.0417
1.1340,0.0668,0.0000,0.0000,-9.0417
1.1322,0.0668,0.0003,0.0006,-9.0421
1.1322,0.0665,0.0003,0.0000,-9.0414
1.1328,0.0674,0.0000,0.0006,-9.0417
1.1316,0.0668,0.0003,0.0006,-9.0414
1.1234,0.0668,0.0003,0.0006,-9.0414
1.1154,0.0662,0.0003,0.0000,-9.0414
1.1246,0.0653,0.0003,0.0006,-9.0417
1.1304,0.0656,0.0003,0.0006,-9.0414
1.1328,0.0650,0.0000,0.0000,-9.0414
1.1359,0.0653,0.0003,0.0006,-9.0414
1.1340,0.0647,0.0003,0.0000,-9.0414
1.1224,0.0644,0.0006,0.0006,-9.0414
1.1206,0.0644,0.0000,0.0000,-9.0414
1.1203,0.0638,0.0003,0.0006,-9.0414
1.1224,0.0638,0.0003,0.0006,-9.0414
1.1212,0.0638,0.0000,0.0000,-9.0414
1.1221,0.0638,0.0003,0.0000,-9.0417
1.1261,0.0644,0.0003,0.0000,-9.0414
1.1185,0.0635,0.0003,0.0000,-9.0414
1.1237,0.0635,0.0003,0.0006,-9.0414
1.1212,0.0632,0.0000,0.0006,-9.0411
1.1227,0.0632,0.0003,0.0000,-9.0417
1.1206,0.0650,0.0000,0.0006,-9.0414
1.1255,0.0638,0.0003,0.0006,-9.0414
1.1185,0.0647,0.0003,0.0006,-9.0414
1.1206,0.0635,0.0000,0.0006,-9.0414
1.1203,0.0632,0.0000,0.0000,-9.0414
1.1203,0.0638,0.0000,0.0000,-9.0411
1.1221,0.0644,0.0003,0.0000,-9.0411
1.1172,0.0647,0.0003,0.0000,-9.0411
1.1166,0.0635,0.0003,0.0000,-9.0411
1.1206,0.0638,0.0000,0.0006,-9.0411
1.1221,0.0638,0.0003,0.0000,-9.0408
1.1224,0.0644,0.0000,0.0000,-9.0411
1.1176,0.0653,0.0003,0.0000,-9.0411
1.1151,0.0647,0.0000,0.0000,-9.0411
1.1166,0.0638,0.0003,0.0000,-9.0411
1.1154,0.0638,0.0003,0.0000,-9.0411
1.1145,0.0635,0.0000,0.0000,-9.0411
1.1319,0.0656,0.0003,0.0000,-9.0408
1.1166,0.0638,0.0003,0.0006,-9.0411
1.1166,0.0635,0.0000,0.0006,-9.0411
1.1151,0.0632,0.0000,0.0000,-9.0411
1.1093,0.0632,0.0003,0.0000,-9.0408
1.1139,0.0632,0.0003,0.0006,-9.0408
1.1136,0.0629,0.0003,0.0000,-9.0408
1.1136,0.0632,0.0003,0.0006,-9.0408
1.1121,0.0629,0.0003,0.0000,-9.0408
1.1142,0.0635,0.0003,0.0000,-9.0408
1.1163,0.0635,0.0003,0.0006,-9.0408
1.1072,0.0626,0.0003,0.0000,-9.0408
1.1090,0.0616,0.0000,0.0000,-9.0408
1.1060,0.0616,0.0003,0.0006,-9.0408
1.1066,0.0613,0.0003,0.0006,-9.0402
1.1084,0.0613,0.0003,0.0006,-9.0402
1.0977,0.0616,0.0003,0.0006,-9.0408
1.0950,0.0626,0.0003,0.0000,-9.0402
1.0977,0.0604,0.0003,0.0000,-9.0408
1.1017,0.0607,0.0003,0.0000,-9.0408
1.1057,0.0613,0.0003,0.0006,-9.0402
1.1050,0.0607,0.0000,0.0006,-9.0408
1.0977,0.0598,0.0000,0.0006,-9.0402
1.0989,0.0595,0.0003,0.0000,-9.0402
1.1023,0.0595,0.0000,0.0006,-9.0402
1.1057,0.0598,0.0003,0.0000,-9.0402
1.1060,0.0604,0.0003,0.0006,-9.0402
1.1050,0.0598,0.0003,0.0006,-9.0402
1.1041,0.0598,0.0003,0.0006,-9.0402
1.0989,0.0598,0.0003,0.0000,-9.0402
1.0999,0.0598,0.0003,0.0006,-9.0402
1.0989,0.0595,0.0003,0.0000,-9.0402
1.0971,0.0607,0.0003,0.0000,-9.0408
1.0999,0.0592,0.0003,0.0006,-9.0399
1.1261,0.0595,0.0003,0.0006,-9.0399
1.1078,0.0607,0.0003,0.0000,-9.0402
1.1057,0.0598,0.0003,0.0006,-9.0399
1.1002,0.0595,0.0003,0.0000,-9.0399
1.1023,0.0592,0.0006,0.0000,-9.0399
1.1063,0.0589,0.0003,0.0000,-9.0399
1.1081,0.0598,0.0003,0.0000,-9.0399
1.1099,0.0595,0.0003,0.0006,-9.0399
1.1099,0.0595,0.0003,0.0000,-9.0399
1.1005,0.0592,0.0003,0.0006,-9.0399
1.1023,0.0586,0.0000,0.0000,-9.0396
1.1014,0.0595,0.0000,0.0006,-9.0399
1.1005,0.0592,0.0003,0.0000,-9.0399
1.1017,0.0586,0.0003,0.0000,-9.0399
1.1035,0.0595,0.0003,0.0000,-9.0399
1.0937,0.0607,0.0003,0.0000,-9.0399
1.0919,0.0595,0.0003,0.0000,-9.0399
1.0895,0.0595,0.0003,0.0000,-9.0399
1.0861,0.0610,0.0006,0.0000,-9.0396
1.0901,0.0610,0.0003,0.0000,-9.0396
1.0931,0.0607,0.0003,0.0006,-9.0399
1.0901,0.0610,0.0000,0.0000,-9.0396
1.0913,0.0598,0.0003,0.0006,-9.0396
1.0953,0.0595,0.0003,0.0000,-9.0396
1.1011,0.0595,0.0003,0.0006,-9.0396
1.1084,0.0586,0.0003,0.0000,-9.0399
1.1093,0.0598,0.0003,0.0000,-9.0396
1.1099,0.0595,0.0000,0.0000,-9.0396
1.1038,0.0592,0.0003,0.0000,-9.0396
1.1050,0.0595,0.0003,0.0006,-9.0396
1.1084,0.0607,0.0000,0.0000,-9.0396
1.1118,0.0598,0.0003,0.0000,-9.0396
1.1133,0.0592,0.0003,0.0000,-9.0396
1.1090,0.0592,0.0003,0.0000,-9.0393
1.1044,0.0595,0.0003,0.0000,-9.0396
1.1121,0.0577,0.0003,0.0000,-9.0393
1.1118,0.0586,0.0003,0.0000,-9.0396
1.1084,0.0577,0.0000,0.0006,-9.0393
1.1093,0.0571,0.0003,0.0006,-9.0396
1.1127,0.0577,0.0003,0.0006,-9.0396
1.1111,0.0583,0.0000,0.0000,-9.0396
1.1078,0.0577,0.0003,0.0006,-9.0393
1.1105,0.0568,0.0003,0.0006,-9.0393
1.1127,0.0571,0.0003,0.0006,-9.0393
1.1157,0.0568,0.0003,0.0006,-9.0390
1.1194,0.0571,0.0003,0.0000,-9.0393
1.1215,0.0574,0.0003,0.0006,-9.0393
1.1172,0.0555,0.0003,0.0006,-9.0393
1.1142,0.0552,0.0003,0.0000,-9.0393
1.1182,0.0552,0.0003,0.0006,-9.0390
1.1227,0.0571,0.0003,0.0006,-9.0390
1.1298,0.0552,0.0003,0.0006,-9.0393
1.1334,0.0552,0.0003,0.0006,-9.0390
1.1365,0.0546,0.0000,0.0000,-9.0390
1.1404,0.0546,0.0003,0.0006,-9.0390
1.1365,0.0543,0.0003,0.0000,-9.0390
1.1368,0.0546,0.0000,0.0000,-9.0390
1.1407,0.0543,0.0003,0.0006,-9.0390
1.1298,0.0537,0.0003,0.0006,-9.0390
1.1395,0.0546,0.0003,0.0000,-9.0390
1.1417,0.0549,0.0003,0.0000,-9.0390
1.1417,0.0552,0.0003,0.0006,-9.0390
1.1273,0.0574,0.0003,0.0000,-9.0390
1.1273,0.0552,0.0003,0.0006,-9.0390
1.1279,0.0552,0.0003,0.0000,-9.0390
1.1273,0.0562,0.0003,0.0006,-9.0387
1.1255,0.0555,0.0003,0.0006,-9.0390
1.1224,0.0552,0.0000,0.0000,-9.0387
1.1224,0.0549,0.0003,0.0000,-9.0387
1.1264,0.0546,0.0003,0.0006,-9.0387
1.1215,0.0549,0.0003,0.0006,-9.0387
1.1252,0.0562,0.0006,0.0000,-9.0387
1.1252,0.0552,0.0003,0.0006,-9.0387
1.1255,0.0549,0.0003,0.0000,-9.0387
1.1307,0.0546,0.0003,0.0006,-9.0387
1.1282,0.0552,0.0003,0.0000,-9.0387
1.1276,0.0555,0.0000,0.0006,-9.0387
1.1282,0.0552,0.0003,0.0000,-9.0387
1.1295,0.0552,0.0003,0.0006,-9.0387
1.1206,0.0552,0.0003,0.0000,-9.0381
1.1234,0.0546,0.0003,0.0000,-9.0381
1.1252,0.0546,0.0000,0.0000,-9.0381
1.1246,0.0543,0.0003,0.0000,-9.0381
1.1276,0.0543,0.0003,0.0000,-9.0387
1.1234,0.0534,0.0003,0.0000,-9.0387
1.1243,0.0537,0.0003,0.0006,-9.0381
1.1215,0.0543,0.0003,0.0006,-9.0378
1.1234,0.0537,0.0003,0.0000,-9.0381
1.1258,0.0531,0.0003,0.0000,-9.0381
1.1325,0.0528,0.0003,0.0000,-9.0381
1.1212,0.0531,0.0003,0.0000,-9.0381
1.1237,0.0537,0.0000,0.0000,-9.0381
1.1185,0.0537,0.0003,0.0006,-9.0381
1.1176,0.0534,0.0003,0.0006,-9.0381
1.1179,0.0549,0.0000,0.0000,-9.0378
1.1255,0.0543,0.0003,0.0000,-9.0381
1.1313,0.0546,0.0003,0.0000,-9.0381
1.1322,0.0534,0.0003,0.0006,-9.0381
1.1346,0.0537,0.0003,0.0006,-9.0381
1.1353,0.0531,0.0000,0.0000,-9.0378
1.1261,0.0531,0.0003,0.0000,-9.0378
1.1264,0.0528,0.0003,0.0006,-9.0381
1.1298,0.0522,0.0003,0.0006,-9.0378
1.1264,0.0522,0.0003,0.0000,-9.0378
1.1316,0.0525,0.0003,0.0006,-9.0378
1.1313,0.0522,0.0003,0.0006,-9.0378
1.1343,0.0531,0.0003,0.0006,-9.0381
1.1322,0.0525,0.0003,0.0000,-9.0378
1.1240,0.0525,0.0000,0.0000,-9.0378
1.1273,0.0528,0.0003,0.0006,-9.0378
1.1285,0.0525,0.0003,0.0006,-9.0378
1.1316,0.0531,0.0003,0.0006,-9.0378
1.1328,0.0525,0.0003,0.0006,-9.0375
1.1282,0.0525,0.0003,0.0000,-9.0375
1.1252,0.0525,0.0003,0.0000,-9.0375
1.1276,0.0528,0.0003,0.0006,-9.0375
1.1301,0.0525,0.0003,0.0000,-9.0375
1.1295,0.0522,0.0003,0.0006,-9.0375
1.1313,0.0531,0.0003,0.0006,-9.0375
1.1258,0.0531,0.0003,0.0000,-9.0375
1.1240,0.0531,0.0000,0.0000,-9.0375
1.1285,0.0543,0.0003,0.0006,-9.0375
1.1267,0.0534,0.0000,0.0006,-9.0372
1.1288,0.0537,0.0003,0.0006,-9.0372
1.1301,0.0537,0.0003,0.0000,-9.0375
1.1237,0.0543,0.0003,0.0006,-9.0375
1.1218,0.0555,0.0000,0.0006,-9.0372
1.1252,0.0537,0.0003,0.0000,-9.0372
1.1288,0.0528,0.0003,0.0006,-9.0375
1.1285,0.0528,0.0003,0.0006,-9.0372
1.1285,0.0534,0.0003,0.0000,-9.0372
1.1298,0.0531,0.0000,0.0000,-9.0372
1.1322,0.0528,0.0003,0.0006,-9.0372
1.1243,0.0525,0.0000,0.0000,-9.0375
1.1261,0.0525,0.0003,0.0000,-9.0372
1.1267,0.0531,0.0003,0.0006,-9.0375
1.1255,0.0537,0.0003,0.0006,-9.0375
1.1304,0.0531,0.0003,0.0000,-9.0372
1.1252,0.0525,0.0003,0.0006,-9.0372
1.1203,0.0528,0.0000,0.0000,-9.0372
1.1185,0.0537,0.0003,0.0006,-9.0372
1.1182,0.0537,0.0000,0.0000,-9.0372
1.1151,0.0537,0.0003,0.0000,-9.0369
1.1154,0.0552,0.0003,0.0006,-9.0372
1.1145,0.0543,0.0000,0.0000,-9.0372
1.1115,0.0546,0.0000,0.0000,-9.0369
1.1102,0.0546,0.0003,0.0000,-9.0369
1.1121,0.0543,0.0000,0.0006,-9.0369
1.1172,0.0531,0.0003,0.0006,-9.0369
1.1182,0.0528,0.0003,0.0000,-9.0369
1.1182,0.0537,0.0003,0.0006,-9.0369
1.1182,0.0543,0.0003,0.0006,-9.0372
1.1176,0.0534,0.0003,0.0000,-9.0369
1.1105,0.0543,0.0003,0.0006,-9.0369
1.1090,0.0534,0.0003,0.0000,-9.0369
1.1115,0.0537,0.0003,0.0006,-9.0372
1.1133,0.0555,0.0003,0.0006,-9.0369
1.1127,0.0552,0.0000,0.0000,-9.0369
1.1081,0.0577,0.0003,0.0000,-9.0369
1.1124,0.0565,0.0000,0.0000,-9.0369
1.1090,0.0565,0.0003,0.0006,-9.0369
1.1075,0.0568,0.0003,0.0006,-9.0366
1.1078,0.0555,0.0003,0.0006,-9.0366
1.1111,0.0549,0.0003,0.0006,-9.0369
1.1093,0.0552,0.0003,0.0006,-9.0359
1.1099,0.0555,0.0003,0.0000,-9.0366
1.1032,0.0549,0.0003,0.0006,-9.0366
1.1063,0.0546,0.0003,0.0006,-9.0366
1.1099,0.0546,0.0003,0.0000,-9.0366
1.1063,0.0552,0.0003,0.0006,-9.0366
1.1081,0.0549,0.0003,0.0000,-9.0366
1.1078,0.0552,0.0003,0.0006,-9.0366
1.1090,0.0549,0.0003,0.0006,-9.0366
1.1118,0.0543,0.0003,0.0000,-9.0366
1.1115,0.0546,0.0003,0.0006,-9.0366
1.1136,0.0537,0.0003,0.0000,-9.0366
1.1044,0.0546,0.0003,0.0000,-9.0359
1.1050,0.0543,0.0000,0.0006,-9.0366
1.1026,0.0552,0.0000,0.0006,-9.0356
1.1050,0.0543,0.0000,0.0000,-9.0359
1.1035,0.0546,0.0003,0.0006,-9.0359
1.1038,0.0546,0.0003,0.0000,-9.0359
1.0944,0.0543,0.0003,0.0000,-9.0359
1.0931,0.0531,0.0003,0.0000,-9.0359
1.0910,0.0531,0.0003,0.0006,-9.0359
1.0910,0.0528,0.0003,0.0000,-9.0359
1.0895,0.0534,0.0003,0.0000,-9.0366
1.0916,0.0534,0.0000,0.0006,-9.0366
1.0937,0.0543,0.0003,0.0006,-9.0359
1.0934,0.0546,0.0003,0.0006,-9.0359
1.0904,0.0565,0.0003,0.0000,-9.0359
1.0849,0.0552,0.0003,0.0000,-9.0356
1.0831,0.0543,0.0003,0.0000,-9.0356
1.0834,0.0546,0.0003,0.0006,-9.0356
1.0837,0.0546,0.0003,0.0000,-9.0356
1.0849,0.0546,0.0003,0.0000,-9.0356
1.0852,0.0552,0.0003,0.0006,-9.0356
1.0831,0.0549,0.0006,0.0000,-9.0359
1.0815,0.0543,0.0003,0.0000,-9.0359
1.0843,0.0549,0.0003,0.0006,-9.0356
1.0883,0.0543,0.0003,0.0000,-9.0356
1.0910,0.0552,0.0003,0.0006,-9.0356
1.0815,0.0546,0.0003,0.0006,-9.0356
1.0818,0.0543,0.0003,0.0006,-9.0356
1.0825,0.0537,0.0003,0.0000,-9.0356
1.0864,0.0537,0.0003,0.0006,-9.0353
1.0892,0.0543,0.0003,0.0006,-9.0356
1.0934,0.0534,0.0003,0.0006,-9.0353
1.0855,0.0543,0.0003,0.0000,-9.0356
1.0812,0.0546,0.0003,0.0006,-9.0356
1.0849,0.0552,0.0003,0.0000,-9.0356
1.0861,0.0555,0.0003,0.0006,-9.0353
1.0861,0.0571,0.0003,0.0006,-9.0353
1.0831,0.0562,0.0003,0.0006,-9.0356
1.0797,0.0552,0.0003,0.0006,-9.0353
1.0812,0.0546,0.0000,0.0006,-9.0353
1.0825,0.0552,0.0003,0.0006,-9.0353
1.0873,0.0552,0.0003,0.0000,-9.0353
1.0901,0.0562,0.0003,0.0006,-9.0353
1.0861,0.0565,0.0003,0.0000,-9.0356
1.0895,0.0565,0.0000,0.0000,-9.0353
1.0892,0.0568,0.0003,0.0006,-9.0353
1.0953,0.0568,0.0003,0.0006,-9.0353
1.0950,0.0577,0.0003,0.0000,-9.0350
1.0956,0.0577,0.0003,0.0000,-9.0350
1.0880,0.0571,0.0003,0.0006,-9.0350
1.0916,0.0571,0.0003,0.0006,-9.0350
1.0925,0.0577,0.0000,0.0000,-9.0353
1.0962,0.0555,0.0003,0.0000,-9.0353
1.0944,0.0552,0.0003,0.0000,-9.0350
1.0931,0.0562,0.0003,0.0006,-9.0353
1.0959,0.0565,0.0003,0.0006,-9.0353
1.0901,0.0555,0.0003,0.0006,-9.0350
1.0870,0.0552,0.0003,0.0000,-9.0350
1.0840,0.0552,0.0000,0.0000,-9.0353
1.0837,0.0552,0.0003,0.0000,-9.0350
1.0809,0.0549,0.0000,0.0000,-9.0353
1.0825,0.0549,0.0003,0.0000,-9.0350
1.0825,0.0546,0.0003,0.0000,-9.0350
1.0870,0.0531,0.0003,0.0006,-9.0350
1.0861,0.0543,0.0003,0.0000,-9.0350
1.0803,0.0546,0.0003,0.0000,-9.0350
1.0825,0.0537,0.0003,0.0006,-9.0350
1.0791,0.0537,0.0003,0.0000,-9.0350
1.0773,0.0552,0.0003,0.0006,-9.0350
1.0822,0.0534,0.0003,0.0006,-9.0347
1.0825,0.0546,0.0003,0.0000,-9.0347
1.0748,0.0543,0.0003,0.0006,-9.0347
1.0617,0.0549,0.0003,0.0006,-9.0347
1.0754,0.0537,0.0000,0.0006,-9.0347
1.0770,0.0546,0.0003,0.0006,-9.0347
1.0803,0.0546,0.0000,0.0000,-9.0347
1.0852,0.0549,0.0000,0.0000,-9.0347
1.0852,0.0546,0.0006,0.0006,-9.0347
1.0870,0.0552,0.0003,0.0000,-9.0347
1.0791,0.0546,0.0003,0.0006,-9.0341
1.0797,0.0537,0.0003,0.0000,-9.0347
1.0770,0.0531,0.0003,0.0006,-9.0347
1.0779,0.0531,0.0003,0.0000,-9.0347
1.0791,0.0531,0.0003,0.0006,-9.0341
1.0858,0.0531,0.0003,0.0000,-9.0341
1.0937,0.0534,0.0003,0.0006,-9.0341
1.0889,0.0534,0.0003,0.0000,-9.0347
1.0919,0.0534,0.0006,0.0006,-9.0347
1.0956,0.0528,0.0003,0.0006,-9.0341
1.0931,0.0525,0.0003,0.0000,-9.0341
1.0925,0.0531,0.0003,0.0006,-9.0341
1.0937,0.0525,0.0003,0.0006,-9.0341
1.0931,0.0525,0.0003,0.0006,-9.0341
1.0840,0.0525,0.0003,0.0000,-9.0338
1.0831,0.0522,0.0003,0.0006,-9.0347
1.0855,0.0522,0.0003,0.0000,-9.0341
1.0852,0.0528,0.0003,0.0000,-9.0341
1.0883,0.0528,0.0000,0.0000,-9.0341
1.0925,0.0525,0.0003,0.0006,-9.0338
1.0843,0.0528,0.0003,0.0006,-9.0341
1.0855,0.0537,0.0003,0.0000,-9.0341
1.0889,0.0522,0.0003,0.0000,-9.0341
1.0898,0.0525,0.0000,0.0006,-9.0338
1.0883,0.0537,0.0003,0.0006,-9.0338
1.0880,0.0531,0.0003,0.0000,-9.0335
1.0910,0.0528,0.0003,0.0000,-9.0338
1.0922,0.0528,0.0003,0.0000,-9.0338
1.0962,0.0534,0.0003,0.0000,-9.0338
1.0977,0.0531,0.0003,0.0000,-9.0338
1.0977,0.0537,0.0000,0.0006,-9.0335
1.1057,0.0525,0.0003,0.0000,-9.0338
1.0959,0.0531,0.0000,0.0006,-9.0335
1.0989,0.0525,0.0003,0.0006,-9.0335
1.1011,0.0522,0.0000,0.0000,-9.0338
1.1041,0.0522,0.0003,0.0000,-9.0335
1.1035,0.0537,0.0003,0.0006,-9.0338
1.0971,0.0528,0.0003,0.0006,-9.0335
1.0944,0.0528,0.0003,0.0000,-9.0335
1.0916,0.0525,0.0003,0.0006,-9.0335
1.0910,0.0528,0.0003,0.0000,-9.0335
1.0934,0.0531,0.0003,0.0006,-9.0335
1.0919,0.0537,0.0000,0.0006,-9.0335
1.0797,0.0531,0.0000,0.0000,-9.0335
1.0858,0.0525,0.0000,0.0006,-9.0335
1.0849,0.0528,0.0003,0.0000,-9.0335
1.0852,0.0525,0.0003,0.0006,-9.0335
1.0818,0.0522,0.0003,0.0000,-9.0335
1.0803,0.0516,0.0003,0.0000,-9.0335
1.0779,0.0522,0.0003,0.0006,-9.0335
1.0721,0.0531,0.0003,0.0006,-9.0332
1.0712,0.0522,0.0003,0.0000,-9.0332
1.0703,0.0528,0.0000,0.0006,-9.0332
1.0733,0.0525,0.0006,0.0006,-9.0332
1.0733,0.0522,0.0003,0.0006,-9.0332
1.0773,0.0525,0.0003,0.0006,-9.0335
1.0788,0.0546,0.0003,0.0006,-9.0332
1.0779,0.0531,0.0003,0.0000,-9.0332
1.0849,0.0525,0.0003,0.0000,-9.0332
1.0831,0.0528,0.0003,0.0000,-9.0332
1.0861,0.0528,0.0003,0.0006,-9.0332
1.0880,0.0528,0.0003,0.0000,-9.0329
1.0910,0.0525,0.0003,0.0000,-9.0332
1.0919,0.0522,0.0003,0.0006,-9.0332
1.0959,0.0525,0.0003,0.0006,-9.0332
1.1026,0.0525,0.0000,0.0006,-9.0332
1.1185,0.0516,0.0003,0.0006,-9.0329
1.1005,0.0516,0.0003,0.0006,-9.0329
1.1011,0.0528,0.0000,0.0000,-9.0329
1.1066,0.0516,0.0003,0.0000,-9.0332
1.1053,0.0522,0.0000,0.0006,-9.0332
1.1014,0.0522,0.0003,0.0000,-9.0332
1.1002,0.0516,0.0003,0.0000,-9.0329
1.1032,0.0513,0.0000,0.0006,-9.0332
1.1023,0.0516,0.0003,0.0006,-9.0329
1.1014,0.0513,0.0003,0.0006,-9.0329
1.1053,0.0513,0.0000,0.0006,-9.0329
1.1057,0.0516,0.0003,0.0000,-9.0329
1.1078,0.0513,0.0003,0.0000,-9.0329
1.1099,0.0513,0.0003,0.0000,-9.0329
1.1075,0.0510,0.0003,0.0000,-9.0326
1.1072,0.0513,0.0003,0.0000,-9.0329
1.1099,0.0507,0.0003,0.0006,-9.0329
1.1118,0.0497,0.0000,0.0006,-9.0326
1.1139,0.0504,0.0003,0.0006,-9.0326
1.1127,0.0516,0.0003,0.0006,-9.0326
1.1163,0.0504,0.0003,0.0000,-9.0329
1.1151,0.0504,0.0003,0.0006,-9.0326
1.1139,0.0504,0.0003,0.0000,-9.0326
1.1050,0.0494,0.0003,0.0000,-9.0326
1.1066,0.0491,0.0003,0.0000,-9.0320
1.1093,0.0494,0.0006,0.0006,-9.0326
1.1136,0.0494,0.0000,0.0000,-9.0329
1.1163,0.0494,0.0003,0.0006,-9.0326
1.1090,0.0491,0.0003,0.0006,-9.0326
1.1124,0.0485,0.0003,0.0006,-9.0326
1.1102,0.0494,0.0003,0.0006,-9.0326
1.1096,0.0494,0.0003,0.0000,-9.0320
1.1115,0.0494,0.0003,0.0006,-9.0326
1.1050,0.0491,0.0003,0.0000,-9.0320
1.1063,0.0497,0.0003,0.0000,-9.0320
1.1093,0.0497,0.0003,0.0006,-9.0320
1.1111,0.0504,0.0000,0.0000,-9.0326
1.1099,0.0504,0.0000,0.0006,-9.0320
1.1011,0.0494,0.0003,0.0000,-9.0320
1.0999,0.0497,0.0003,0.0006,-9.0320
1.1020,0.0494,0.0003,0.0006,-9.0320
1.1023,0.0491,0.0000,0.0006,-9.0320
1.1026,0.0497,0.0006,0.0006,-9.0320
1.0980,0.0507,0.0003,0.0000,-9.0320
1.0913,0.0497,0.0003,0.0000,-9.0320
1.0898,0.0497,0.0003,0.0000,-9.0320
1.0892,0.0507,0.0003,0.0000,-9.0320
1.0895,0.0507,0.0003,0.0006,-9.0320
1.0931,0.0513,0.0006,0.0000,-9.0320
1.0837,0.0507,0.0003,0.0006,-9.0320
1.0861,0.0504,0.0003,0.0000,-9.0320
1.0901,0.0491,0.0003,0.0006,-9.0320
1.0919,0.0497,0.0003,0.0006,-9.0320
1.0965,0.0494,0.0003,0.0000,-9.0320
1.0941,0.0491,0.0003,0.0000,-9.0317
1.0941,0.0494,0.0003,0.0006,-9.0317
1.0925,0.0510,0.0003,0.0000,-9.0317
